name,category,sub_category,photo,ratings,no_of_ratings,price,stock,color,keywords,discount
Rolling Nature Combo of Good Luck Air Purifying Live Pink Syngonium and Green Syngonium Plant in Red Ceramic Pot,home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/71lAIQ7qkiL._AC_UL320_.jpg,3.6,532,0.22,267,Blue,in Red Ceramic,15.19869681545537
"Rare Climbing Rose Live Flower Plant (Climbing Rose Plant, Purple)",home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/512-zCdYwwL._AC_UL320_.jpg,2.9,5,0.09,319,Blue,Rose Live Flower Plant (Climbing,12.632404143433384
Homehop Solar Light Outdoor Waterproof Flickering Mashaal Flame Torch Garden Pathway Lawn Lamp,home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/71Z0rRW1V4L._AC_UL320_.jpg,3.4,93,0.22,752,Green,Flickering Mashaal Flame Torch Garden,1.3982226285951749
"NIPPO Terminator II Rechargeable Mosquito Bat, Fast Charging, Lithium-Ion Battery, Shock-Proof, Insect Killer, 6 Months Wa...",home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/81Ll3Krl85L._AC_UL320_.jpg,3.8,0,0.16,521,Purple,"Rechargeable Mosquito Bat, Fast",7.087503480231309
"Polygon Green 50 Pcs 6” Thermoform Plastic Nursery Pot/Pots, Plant Pots, Seed Starting Pot Flower Plant Container (Black)-...",home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/61hDx5tIaML._AC_UL320_.jpg,2.8,9,0.29,263,Red,"Nursery Pot/Pots, Plant Pots, Seed",22.090960257817798
"THEMISTO Digital LCD Cooking Food Meat Probe Kitchen BQB Thermometer Temperature Test Pen - Instant Read,Plastic, pack of 1",home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/613mIGZFCcL._AC_UL320_.jpg,4.0,82,0.09,255,Blue,Test Pen - Instant,7.036108662237592
Tree House Wooden Plant Stand for Balcony Living Room Indoor Outdoor Plant Stand Foldable Display Rack Storage Rack for Pa...,home & kitchen,Garden & Outdoors,https://m.media-amazon.com/images/I/61iaeIpLVcL._AC_UL320_.jpg,2.5,3,0.43,750,Orange,Plant Stand for Balcony Living,12.767023924838124
Bangalore Refinery 24k (999.9) 10 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61klNXLzIRL._AC_UL320_.jpg,4.6,0,10.48,230,Red,Refinery 24k (999.9),27.089225374688823
Bangalore Refinery 24k (999.9) 2 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61aRW4bh6UL._AC_UL320_.jpg,4.6,0,1.9,563,Green,(999.9) 2 gm,2.2929601814004394
Malabar Gold & Diamonds 24k (999) Rose 1 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61VQiqakxYL._AC_UL320_.jpg,4.6,493,1.01,123,Yellow,Yellow Gold Bar,25.39948424524089
Malabar Gold & Diamonds 24k (999) Rose 2 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.6,0,1.96,52,Yellow,24k (999) Rose 2 gm,0.75311831840158
Malabar Gold & Diamonds 24k (999) Rose 2 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61VQiqakxYL._AC_UL320_.jpg,4.6,0,1.96,736,White,2 gm Yellow Gold,5.014838749836965
Malabar Gold & Diamonds 24k (999) Goddess Lakshmi 1 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.6,740,1.0,919,Green,(999) Goddess Lakshmi,0.48938576837056713
Malabar Gold & Diamonds 22k (916) 1 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.5,435,0.89,523,Yellow,Gold & Diamonds 22k (916),22.81958323210409
Malabar Gold & Diamonds 22k (916) 1 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.6,603,0.93,335,Pink,1 gm Yellow,9.812384347277263
Malabar Gold & Diamonds 24k (999) Rose 10 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.6,185,10.08,756,Pink,& Diamonds 24k (999),8.540130109654303
Malabar Gold & Diamonds 24k (999) Goddess Lakshmi 2 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.6,0,1.96,147,Pink,(999) Goddess Lakshmi 2,28.822271215843053
Candere By Kalyan Jewellers 24k (999) 1 gms Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51ySrCdAJtL._AC_UL320_.jpg,4.7,325,1.02,213,Red,Jewellers 24k (999) 1 gms,15.145085036127513
"Kundan 10 gm, 24k(999.9) Yellow Gold Kalpataru Tree Precious Bar",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41NMslwDu3L._AC_UL320_.jpg,4.5,245,10.73,105,Green,"Kundan 10 gm, 24k(999.9) Yellow",8.693261697690707
"Malabar Gold & Diamonds 999 Purity 5 Gms, 24K Rose Gold Coin (Mgrs999P5G)",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.7,431,4.85,116,Green,"5 Gms, 24K Rose",2.5426423039354717
Malabar Gold & Diamonds 22k (916) 10 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.6,177,8.91,932,Green,& Diamonds 22k (916),3.3987731368981846
Candere - A Kalyan Jewellers Company 24K (999) 10 Gms Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41IXi90hAhL._AC_UL320_.jpg,4.6,124,9.82,620,Red,(999) 10 Gms Yellow,17.4110135566323
Malabar Gold & Diamonds 24k (999) Goddess Lakshmi 5 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.6,321,4.85,370,White,Goddess Lakshmi 5,22.075845363497454
Malabar Gold & Diamonds 22k (916) 5 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.6,247,4.48,663,Pink,(916) 5 gm Yellow Gold,23.934699456870476
Candere By Kalyan Jewellers 24k (999) 2 gms Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41oQvPcDwSL._AC_UL320_.jpg,4.5,725,2.0,795,Red,By Kalyan Jewellers 24k (999),1.3189968799592622
Malabar Gold & Diamonds 24k (999) Rose 1 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.6,702,1.0,37,Black,Gold & Diamonds,11.637584063830047
Bangalore Refinery 24k (999) Goddess Lakshmi 1 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51M80UzGgSL._AC_UL320_.jpg,4.6,31,1.08,877,White,Bangalore Refinery 24k (999),19.712918641036044
Joyalukkas 22k (916) 8 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Lakshmi Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71i00I4vlnL._AC_UL320_.jpg,4.1,27,7.53,687,Purple,with Lord Lakshmi,2.0905455521921876
Kundan 24k (999.9) Lord Ganesh 8 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61JoSv8LBEL._AC_UL320_.jpg,4.5,55,8.58,974,Blue,24k (999.9) Lord Ganesh,11.390843858121402
Joyalukkas 22k (916) 2 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Lakshmi Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71sh6EE586L._AC_UL320_.jpg,4.4,577,1.9,578,Green,Yellow Gold Precious Coin with,25.291173924009875
Malabar Gold & Diamonds 24k (999) Goddess Lakshmi 8 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.6,33,7.74,301,Green,Malabar Gold & Diamonds,0.18044040881962653
Kundan 8 gm 24k (999.9) Kalpataru Tree Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41NMslwDu3L._AC_UL320_.jpg,4.4,107,8.58,934,Yellow,24k (999.9) Kalpataru Tree Yellow,3.6659087919475586
Bhima Jewellers 22K (916) Yellow Gold 4 Gm Lakshmi Gold Coin 22 Kt (916) Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51a-7aOZiNL._AC_UL320_.jpg,4.8,81,3.75,324,Purple,(916) Yellow Gold 4 Gm,23.694248998839267
"Senco Gold Collection 22k Metal Yellow Gold Earrings For Women, Gold",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/511gR8+SAbL._AC_UL320_.jpg,4.1,172,0.9,76,Purple,Senco Gold Collection,10.875720768075732
Malabar Gold & Diamonds 22k (916) 5 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.6,370,4.21,939,Blue,(916) 5 gm,18.931458150170652
Kundan 4 gm Kalpataru Tree 24KT (999.9) Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41s+w1rfTSL._AC_UL320_.jpg,4.5,195,4.34,180,Orange,(999.9) Yellow Gold Coin,3.6568252384669817
Kundan 24k (999.9) Lord Ganesh 10 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/519j-KP+ruL._AC_UL320_.jpg,4.6,138,10.73,919,White,Kundan 24k (999.9) Lord Ganesh,6.610320227359734
Bangalore Refinery 2 Gram Round Lakshmi 24k (999) yellow-gold Pendant,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IqtTgs5cL._AC_UL320_.jpg,4.5,243,1.95,939,Red,Refinery 2 Gram,4.000992479737886
Candere By Kalyan Jewellers 24k (999) 2 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/31F58hwv9pL._AC_UL320_.jpg,4.6,486,2.0,436,Orange,Candere By Kalyan Jewellers,12.503729805811709
Kundan 24k (999.9) Lord Ganesh 5 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/514JUJJpRrL._AC_UL320_.jpg,4.6,152,5.31,750,Pink,24k (999.9) Lord Ganesh,12.201501901896942
Malabar Gold & Diamonds 22k (916) 10 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.4,87,8.64,322,Blue,Yellow Gold Coin,8.203860336136945
Bhima Jewellers 22K (916) Yellow Gold 8 Gm George Gold Coin 22 Kt (916) Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51g4bdNVm4L._AC_UL320_.jpg,4.3,30,7.55,724,Orange,Gm George Gold Coin,20.632913764677838
Kundan 22k (916) Queen 8 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61oN2XDOzqL._AC_UL320_.jpg,4.3,68,7.89,738,Red,Queen 8 gm Yellow Gold,24.355209459830498
Kundan 24k (999.9) Kalpataru Tree 2 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41NMslwDu3L._AC_UL320_.jpg,4.6,444,2.2,334,Orange,(999.9) Kalpataru Tree 2,25.66276708309947
"Kundan 1 gm, 24k(999.9) Yellow Gold Kalpataru Tree Precious Bar",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41XvgP+wfSL._AC_UL320_.jpg,4.6,134,1.12,747,Black,Tree Precious Bar,2.2887473862929353
Bhima Jewellers 22K (916) Yellow Gold 2 Gm George Gold Coin 22 Kt (916) Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51g4bdNVm4L._AC_UL320_.jpg,4.5,167,1.9,410,Orange,Gold Coin 22,20.027597658056493
Joyalukkas 22k (916) 4 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Lakshmi Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71jHbuc0CCL._AC_UL320_.jpg,4.1,91,3.78,69,Purple,22k (916) 4 gm BIS,13.460187233139562
Malabar Gold & Diamonds 24k (999) Rose 8 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.5,65,7.74,866,Blue,24k (999) Rose,7.766307608622778
"Senco Gold Senco Gold Collection 22k Metal Yellow Gold Earrings For Women, Gold",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51tqMc0xOpL._AC_UL320_.jpg,4.0,205,0.9,140,Black,Gold Earrings For,6.1210363477713745
Kundan 24k (999.9) 10 gm Colour Kalpataru Tree Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51IqfMTYUWL._AC_UL320_.jpg,4.6,70,10.75,689,Yellow,Yellow Gold Bar,6.166740208960759
A Himanshu 24k (999) 5 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41awxNYB12L._AC_UL320_.jpg,4.5,42,5.04,310,Purple,(999) 5 gm Yellow,17.42357784872832
Joyalukkas 22k (916) 4 gm Yellow Gold Precious Coin with Lord Lakshmi Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71jHbuc0CCL._AC_UL320_.jpg,4.3,61,3.78,467,Purple,4 gm Yellow Gold Precious,27.452368775680895
Malabar Gold & Diamonds 24k (999) Rose 20 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.6,32,19.33,513,Purple,gm Yellow Gold,26.631945577100016
Joyalukkas 22k (916) 4 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Lakshmi Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71i00I4vlnL._AC_UL320_.jpg,4.3,103,3.78,951,Black,(916) 4 gm,19.03038944095003
Bangalore Refinery 2.5 Gm Round Lakshmi 24k (999) Yellow Gold Pendant,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IqtTgs5cL._AC_UL320_.jpg,4.6,163,2.56,388,Blue,Gm Round Lakshmi 24k (999),12.96701285208856
Kundan 10 gm 24K (999.9) Baby Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/418o05sP3tL._AC_UL320_.jpg,4.1,29,10.75,730,Blue,10 gm 24K,17.241612519303644
"WHP Yellow Gold Hoop Earring For Women, 22K (916) BIS Hallmark Pure Gold, Women's Jewellery, Fashion Accessories, Annivers...",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71w9uGyeV5L._AC_UL320_.jpg,0.0,0,3.52,743,Purple,"For Women, 22K (916) BIS",2.2029537025857184
Joyalukkas 22k (916) 4 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Ganesh Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71Sm8WbqQIL._AC_UL320_.jpg,4.4,38,3.78,354,Blue,BIS Hallmarked Yellow Gold Precious,26.768410776100783
Bangalore Refinery 24k (999) Lord Ganesh 2 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/81+vIComwnL._AC_UL320_.jpg,4.9,55,1.99,47,White,24k (999) Lord Ganesh,18.960003388333245
Malabar Gold & Diamonds 24k (999) Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61oqQYT2jmL._AC_UL320_.jpg,3.7,9,19.33,537,Yellow,24k (999) Yellow Gold,2.2716819664082077
Joyalukkas 22k (916) 1 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Lakshmi Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71sh6EE586L._AC_UL320_.jpg,4.4,289,0.96,417,Pink,Gold Precious Coin,6.137599508256898
"Candere By Kalyan Jewellers Gold 1 Gm, 24K (999) Yellow Gold Precious Coin",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/31Gr6Yaot3L._AC_UL320_.jpg,4.3,33,1.02,195,Black,(999) Yellow Gold Precious,26.495116124121942
Candere by Kalyan Jewellers 22Kt (916) Yellow Gold Traditional Wedding Tushi Choker Necklace For Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61Q9HIbuzoL._AC_UL320_.jpg,3.9,363,3.53,307,Black,Jewellers 22Kt (916) Yellow,3.5160015697676448
Senco Gold 22k (916) Yellow Gold Stud Earrings for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61yR7HwTpDL._AC_UL320_.jpg,4.4,41,0.73,916,Yellow,Gold Stud Earrings for Women,23.756390953032966
"Malabar Gold & Diamonds 20 gm, 22k (916) Yellow Gold Coin",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.2,26,17.82,277,Red,"Diamonds 20 gm, 22k",25.13652710959506
Malabar Gold & Diamonds 22k (916) 20 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71h+Tize0oL._AC_UL320_.jpg,4.2,20,17.82,635,Yellow,Gold & Diamonds,16.026543467493102
A Himanshu 24k (999) 1 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41rMOnHq+dL._AC_UL320_.jpg,4.5,117,1.15,303,Yellow,A Himanshu 24k,0.5916072871935141
Joyalukkas 22k (916) 8 gm Yellow Gold Coin with Queen Victoria Design,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71qqOJXExvL._AC_UL320_.jpg,4.4,14,7.53,568,Red,with Queen Victoria,22.185365335427683
Bangalore Refinery 24k (999) Goddess Lakshmi 4 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51M80UzGgSL._AC_UL320_.jpg,4.8,39,4.05,557,Red,Lakshmi 4 gm,27.792321048278566
Zeya Yellow Gold Ring,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/31eoWy3uJpS._AC_UL320_.jpg,4.0,1,2.02,425,Purple,Yellow Gold Ring,22.723240735953325
Senco Gold 24k (999) 5 g. Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71PFfA92z9L._AC_UL320_.jpg,4.3,24,5.01,886,Orange,5 g. Yellow Gold Bar,6.685570759965876
Zeya Yellow Gold Entrust Tanmaniya Pendant for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51YgqybgtJS._AC_UL320_.jpg,0.0,0,1.89,375,White,Tanmaniya Pendant for Women,16.32138690033688
P.C. Chandra Jewellers 14KT Yellow Gold Ring for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51H46Y94p0L._AC_UL320_.jpg,3.3,322,0.51,548,Red,Jewellers 14KT Yellow Gold Ring,18.2290299298023
Bangalore Refinery 2.5 Gm Round Ganesh 24k (999) Yellow Gold Pendant for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/712oKgDlOHL._AC_UL320_.jpg,4.6,94,2.56,197,Orange,Round Ganesh 24k,14.39410816811259
Senco Gold 22k (916) 2 g. Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71Y58t9LrHL._AC_UL320_.jpg,4.5,85,1.84,169,Yellow,Gold 22k (916) 2,19.734190436605736
Kundan 24k (999.9) 11.66 gm Tola Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/419GomY+RYL._AC_UL320_.jpg,4.4,48,12.52,921,Blue,24k (999.9) 11.66 gm Tola,5.7317382510592125
Bangalore Refinery 24k (999) Goddess Lakshmi 2 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51M80UzGgSL._AC_UL320_.jpg,4.7,60,1.99,212,Pink,Lakshmi 2 gm Yellow Gold,14.912784747093184
Kundan 24k (999.9) Kalpataru Tree 8 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41s+w1rfTSL._AC_UL320_.jpg,4.6,28,8.6,470,Orange,8 gm Yellow Gold Coin,7.317249280496502
P.C. Chandra Jewellers 22KT Yellow Gold Bangle for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51lKqsSrThL._AC_UL320_.jpg,0.0,0,16.19,731,Yellow,Yellow Gold Bangle for,16.20486116277577
Kundan 24k (999.9) Lord Ganesh 4 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51m5Uyi3-jL._AC_UL320_.jpg,4.5,93,4.34,630,Black,Lord Ganesh 4 gm Yellow,4.981287294614626
Senco Gold 24k (999) Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71WH67koz9L._AC_UL320_.jpg,4.7,95,2.0,681,Black,Senco Gold 24k (999) Yellow,9.15165296731798
Kundan 24k (999.9) Lord Ganesh 1 gm Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51RtKexViLL._AC_UL320_.jpg,4.5,69,1.13,489,Yellow,24k (999.9) Lord Ganesh,5.231291889498025
Senco Gold 24k (999) Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71a1vYpU1vL._AC_UL320_.jpg,4.5,21,10.02,639,Orange,(999) Yellow Gold Bar,19.963196259625818
Candere by Kalyan Jewellers 24k (995) 1 gms Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51g0yQsZFmL._AC_UL320_.jpg,4.6,84,1.09,776,Orange,(995) 1 gms Yellow Gold,25.25305005068057
"Malabar Gold & Diamonds 20 Gm, 24K (999) Lakshmi Gold Coin",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71IUos2Po3L._AC_UL320_.jpg,4.7,13,19.33,427,Purple,"Gm, 24K (999) Lakshmi Gold",14.708571461721016
PC Jeweller 10 Gram 24K (995) Yellow Gold Precious Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61we6Ii9+UL._AC_UL320_.jpg,0.0,0,9.77,872,Red,10 Gram 24K (995),24.30360086256207
Senco Gold 22k (916) Yellow Gold Stud Earrings for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/7192Ion12hL._AC_UL320_.jpg,0.0,0,2.93,281,Red,Stud Earrings for Women,13.339152452798329
Senco Gold 22k (916) Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/71HrKjWOoKL._AC_UL320_.jpg,4.4,124,0.92,686,Pink,(916) Yellow Gold Bar,8.47932069443403
Kundan 24k (999.9) 10 gm Lakshmi Ji Yellow Gold Bar,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51gm3IK69LL._AC_UL320_.jpg,4.2,46,10.73,9,Blue,10 gm Lakshmi,7.964731172081399
Joyalukkas 22KT Yellow Gold Pendant for Girls,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61vmyN89SdL._AC_UL320_.jpg,4.0,130,0.49,427,Black,Joyalukkas 22KT Yellow Gold,11.285886621147732
Kundan 22k (916) 4 gm Kalpataru Tree Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41s+w1rfTSL._AC_UL320_.jpg,4.4,153,3.98,587,Red,Kalpataru Tree Yellow,13.176752373350336
Priyaasi Brass & Gold Plated AD Studded Geometric Pendant Black Beaded Chain Traditional Mangalsutra for Women (Gold),accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51kfWId4UGL._AC_UL320_.jpg,3.8,126,0.19,666,Blue,Beaded Chain Traditional,20.44848562100623
Candere by Kalyan Jewellers Lightweight 22kt (916) BIS Hallmarked Yellow Gold Chain for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41ef8F-toSL._AC_UL320_.jpg,3.6,20,5.11,160,Purple,Yellow Gold Chain for Women,26.067175782408064
A Himanshu 24k (995) 10 gm Yellow Gold Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41klPJMiN4L._AC_UL320_.jpg,4.1,10,9.36,222,Purple,24k (995) 10,11.000771182059859
"Senco Gold 1 gram, 24k (995) Yellow Gold Precious Coin",accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51rqcb6KLzL._AC_UL320_.jpg,4.6,154,1.0,14,Purple,"Gold 1 gram,",25.40256942504525
PC Jeweller 10 Gram 24K (995) Yellow Gold God Coin,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61CeSqZhaPL._AC_UL320_.jpg,3.0,1,9.77,125,Purple,10 Gram 24K (995),12.411575156154322
INOVERA (LABEL) Women Handbag,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Raw8VUk5L._AC_UL320_.jpg,4.1,0,0.29,363,Purple,INOVERA (LABEL) Women Handbag,13.325390477933356
DEIN KLEIDER Men's Nylon Messenger Bag,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81wnCexA4tL._AC_UL320_.jpg,4.0,0,0.17,153,Red,DEIN KLEIDER Men's Nylon Messenger,2.6577939937329385
ALIZA Women's Tote Bag,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/815ZbFl1sdL._AC_UL320_.jpg,4.0,0,0.21,405,Purple,ALIZA Women's Tote Bag,27.850292058352643
Fargo Handbag For Women And Girls COMBO SET OF 5 (Light5pc),accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51-+SFrhYFL._AC_UL320_.jpg,3.2,0,0.58,113,Red,Girls COMBO SET OF,21.099523731398506
Baggit Women's PEPSI Sling Bag,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51ujEx4nYiL._AC_UL320_.jpg,4.3,0,0.23,952,Blue,Women's PEPSI Sling Bag,17.479577704245198
"A.W.Faber-Castell I Pvt Textliner Pastel -Wallet of 5, Multicolor (553505)",accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91sOOfnGdZL._AC_UL320_.jpg,4.4,505,0.02,558,Orange,Pvt Textliner Pastel -Wallet of,13.430495109347726
TOOBA Women's Handicraft Beautiful Bling Box Clutch Bag,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61cVvydO3qL._AC_UL320_.jpg,4.0,0,0.72,143,Black,Bling Box Clutch,12.66518562770249
